CustomerID,total_purchases,total_items_bought,total_revenue
14461,3,766.0,2103.0599999999995
14515,6,1134.0,2102.0900000000006
12560,4,1078.0,2101.39
15815,5,1856.0,2100.6000000000004
17191,7,1167.0,2095.13
18283,16,1397.0,2094.8799999999997
13571,12,1759.0,2092.3200000000006
13297,4,963.0,2089.8500000000004
12501,2,1722.0,2089.68
14810,11,1016.0,2087.8799999999997
18044,11,1032.0,2085.65
16954,9,1054.0,2085.08
15834,6,961.0,2084.8999999999996
18093,5,1381.0,2083.4200000000005
14306,3,1073.0,2083.4199999999996
14696,9,1626.0,2070.9700000000003
14482,6,1646.0,2068.1500000000005
14209,7,688.0,2067.13
18231,6,808.0,2066.17
12928,5,1472.0,2062.7
16281,1,934.0,2062.06
17861,9,1968.0,2059.2000000000003
18241,18,1047.0,2058.09
12610,7,1028.0,2057.9900000000002
12518,5,1318.0,2056.8899999999994
13126,10,2130.0,2056.29
17667,5,1037.0,2055.51
12948,8,1077.0,2053.7
17086,6,1859.0,2050.08
17625,4,1198.0,2046.9999999999995
17597,1,1176.0,2044.3700000000003
14232,8,1937.0,2043.9300000000003
13450,6,1982.0,2043.7199999999998
14640,8,829.0,2042.15
17090,8,920.0,2041.8499999999997
17846,1,1.0,2033.1
14001,4,959.0,2030.33
16409,5,1306.0,2028.8799999999997
16358,5,1301.0,2024.9500000000003
14544,2,1543.0,2024.4500000000003
16875,9,1044.0,2023.4700000000003
18069,7,1308.0,2021.82
15341,1,812.0,2020.52
18219,11,883.0,2019.77
14188,10,1145.0,2018.9100000000003
14506,5,730.0,2012.17
15531,2,1105.0,2007.4400000000003
15372,1,2924.0,2007.4
16098,7,613.0,2005.63
14730,8,1132.0,2005.0599999999995
17082,2,1049.0,2003.85
16754,1,4280.0,2002.4
13305,10,1232.0,2000.86
18188,4,1167.0,1998.49
16698,2,840.0,1998.0
13630,11,1377.0,1995.6800000000003
17827,5,1247.0,1995.4600000000005
17612,10,1787.0,1992.7600000000002
17679,2,729.0,1992.1100000000006
17088,4,868.0,1991.01
13593,6,707.0,1990.2799999999997
13495,6,814.0,1990.12
17940,14,9751.0,1983.5800000000002
12585,4,1258.0,1982.81
18204,4,1198.0,1979.2999999999997
13590,7,1846.0,1976.1200000000001
15493,7,555.0,1967.250000000001
14462,15,932.0,1965.8999999999999
17790,14,836.0,1965.5500000000002
17218,10,958.0,1960.7199999999993
16341,6,1388.0,1959.3800000000003
14498,5,1098.0,1957.3200000000002
17554,5,1763.0,1952.45
14653,7,950.0,1947.55
17337,7,1240.0,1944.320000000001
14418,3,1711.0,1937.25
14472,8,1160.0,1936.8399999999997
14978,5,525.0,1931.4199999999996
14655,5,1088.0,1930.15
17406,5,784.0,1928.72
17490,11,1021.0,1926.88
14217,24,677.0,1925.3600000000004
12528,8,750.0,1922.28
13246,7,1552.0,1922.1000000000006
16983,8,1366.0,1920.2000000000003
12674,7,1102.0,1919.31
12457,12,695.0,1917.78
15518,13,1262.0,1911.8899999999999
14285,4,541.0,1910.0100000000002
14409,7,1158.0,1908.25
16426,10,1243.0,1908.2499999999995
17228,8,1532.0,1906.0899999999997
16150,10,1004.0,1906.0699999999997
15819,4,1357.0,1905.4499999999994
14250,3,1200.0,1904.0500000000006
16938,5,1025.0,1903.130000000002
14210,7,759.0,1900.89
12762,2,1227.0,1898.5200000000007
16942,10,807.0,1894.11
12584,18,354.0,1893.95
17870,13,1400.0,1889.3999999999996
14934,3,1041.0,1888.8400000000006
12371,2,591.0,1887.9600000000003
15641,4,1562.0,1887.2000000000003
12853,9,782.0,1881.7000000000003
17463,6,1090.0,1881.36
16170,7,1766.0,1880.4199999999998
16128,5,988.0,1880.2199999999998
17293,9,1140.0,1875.1100000000001
16986,2,1040.0,1873.2
15021,13,829.0,1872.2799999999993
15157,5,2242.0,1869.5000000000002
15367,5,1055.0,1867.6899999999991
14524,9,676.0,1867.6800000000003
17787,4,910.0,1865.19
17738,5,1027.0,1863.3499999999995
15351,10,732.0,1862.1399999999999
14887,1,1100.0,1862.0
13982,5,1132.0,1861.1099999999997
13890,14,826.0,1860.8600000000001
17422,10,2195.0,1853.13
12423,9,1327.0,1849.1100000000004
13421,3,1180.0,1848.98
18180,6,1721.0,1843.7499999999998
17469,6,778.0,1843.0600000000004
12950,3,1380.0,1843.0
15814,6,1247.0,1842.73
17015,3,1981.0,1842.56
16102,3,942.0,1842.1400000000003
16455,7,988.0,1841.1799999999996
12963,9,873.0,1841.0300000000002
12383,6,1529.0,1839.31
14216,4,594.0,1839.2999999999997
17519,7,1233.0,1839.0700000000002
14459,1,760.0,1837.9199999999996
18287,3,1586.0,1837.28
16152,1,642.0,1829.04
15203,6,1753.0,1827.8000000000002
18122,6,1234.0,1826.2099999999991
16153,5,1073.0,1824.23
16169,4,1325.0,1822.9699999999998
16201,5,1267.0,1821.5199999999995
14533,9,2777.0,1812.6200000000001
16474,11,918.0,1811.4699999999998
13725,11,659.0,1809.81
13650,7,918.0,1809.3400000000001
16979,8,860.0,1809.0499999999997
13048,5,1230.0,1805.91
12381,6,783.0,1803.9599999999998
14305,5,1069.0,1803.7600000000002
15812,5,922.0,1801.14
16249,5,950.0,1800.0700000000002
13562,3,757.0,1799.33
13196,4,1224.0,1797.7800000000007
17750,9,3957.0,1797.5700000000008
12348,4,2341.0,1797.24
18235,3,1578.0,1796.4800000000007
18179,6,1360.0,1793.17
17648,5,486.0,1789.5500000000002
17663,9,793.0,1788.27
13875,5,1316.0,1786.79
13510,5,1382.0,1785.1599999999999
14608,4,437.0,1785.15
14935,1,935.0,1784.7099999999998
17629,9,1621.0,1784.1200000000003
17705,10,957.0,1781.12
15260,8,861.0,1780.7700000000002
16380,1,1524.0,1780.5900000000001
14215,7,1354.0,1777.9200000000003
17092,4,1131.0,1777.7800000000002
13481,8,1127.0,1776.81
16841,7,2234.0,1774.62
16719,8,1202.0,1773.9199999999998
14387,3,819.0,1770.5600000000004
16681,6,1407.0,1770.3400000000004
15864,8,1044.0,1769.7800000000004
15594,6,982.0,1767.5299999999995
14621,6,987.0,1765.7599999999998
16751,1,1031.0,1764.7199999999998
17873,6,999.0,1764.36
12424,2,740.0,1760.9599999999998
12823,5,230.0,1759.5
15220,7,1377.0,1758.9199999999998
12349,1,631.0,1757.55
12645,5,1072.0,1755.3799999999999
13808,5,782.0,1747.6599999999999
12523,13,861.0,1745.57
15067,3,954.0,1744.7599999999998
15674,8,1075.0,1744.0199999999998
13134,7,1044.0,1740.63
14595,6,978.0,1740.6000000000004
17930,5,1594.0,1740.4799999999998
17353,2,1200.0,1740.0
17754,6,1820.0,1739.92
15241,9,1815.0,1738.5899999999997
13456,7,756.0,1737.8200000000002
17457,5,826.0,1737.6999999999998
14673,5,1004.0,1736.4
17043,4,998.0,1735.1799999999998
15050,5,1184.0,1727.1700000000003
13157,5,1430.0,1721.57
17702,6,1320.0,1719.7199999999998
15267,5,944.0,1717.36
17813,7,777.0,1714.6000000000013
12405,1,857.0,1710.3900000000006
13094,16,1542.0,1708.8600000000001
15947,1,898.0,1708.2400000000002
12407,5,1416.0,1708.12
17162,11,1000.0,1707.2100000000003
16902,1,629.0,1706.88
16791,8,759.0,1706.28
15950,5,722.0,1705.2599999999998
17282,3,1877.0,1703.4099999999999
16007,4,1393.0,1701.9400000000005
13824,5,768.0,1698.94
14834,8,731.0,1698.35
16775,11,440.0,1695.6599999999994
12764,1,386.0,1693.8800000000003
16813,10,1525.0,1692.9799999999993
16671,3,875.0,1692.27
13763,3,725.0,1689.4599999999998
12635,2,1172.0,1689.1799999999994
15240,7,1361.0,1685.5700000000002
15380,6,374.0,1682.3600000000001
13924,11,1532.0,1682.0800000000002
12843,9,753.0,1680.76
17147,6,878.0,1679.64
14245,5,971.0,1677.4799999999998
16638,11,1254.0,1676.4700000000003
13149,4,1280.0,1676.0600000000002
17656,5,1399.0,1674.69
17193,9,1238.0,1674.46
13647,5,894.0,1670.22
16115,8,1001.0,1667.9700000000003
12912,5,670.0,1662.3000000000002
15214,8,1254.0,1661.44
15024,10,920.0,1661.33
15332,4,652.0,1661.06
14045,4,535.0,1659.75
13577,5,771.0,1658.3
15549,4,688.0,1655.7599999999998
16711,5,833.0,1651.03
15826,4,962.0,1649.3600000000001
17451,10,1178.0,1648.9499999999998
13184,12,1662.0,1648.79
13750,5,516.0,1647.2600000000002
13162,5,1663.0,1644.9899999999998
15002,4,862.0,1641.7600000000002
17284,7,1362.0,1641.68
15827,20,842.0,1641.48
14837,5,1430.0,1641.2000000000007
12398,1,1394.0,1635.6599999999999
15953,10,885.0,1634.5299999999997
14164,2,1033.0,1631.7700000000002
16398,4,745.0,1631.15
12377,2,944.0,1628.1199999999997
16515,5,833.0,1627.1299999999997
14759,3,569.0,1625.9699999999998
16987,7,402.0,1625.0500000000002
13425,3,1123.0,1624.2099999999996
15172,5,1611.0,1624.0499999999997
13627,7,1266.0,1624.02
12530,5,900.0,1623.63
17673,7,1485.0,1622.22
17101,4,815.0,1621.73
14178,7,1505.0,1620.9299999999994
14937,4,483.0,1617.63
14336,4,1759.0,1614.91
18161,6,810.0,1612.79
15122,6,788.0,1612.13
14312,6,1012.0,1611.5900000000001
13614,4,570.0,1610.46
14918,2,675.0,1610.15
12669,4,1114.0,1607.7300000000005
12868,6,928.0,1607.06
15791,3,730.0,1604.4400000000003
12783,8,622.0,1603.8700000000001
14573,13,538.0,1603.7199999999993
16466,7,789.0,1603.46
16992,6,857.0,1601.86
17828,9,641.0,1599.97
14587,10,759.0,1598.24
14719,6,1031.0,1592.1799999999996
14970,4,250.0,1592.06
13850,2,941.0,1586.8100000000004
16332,8,793.0,1583.2000000000003
12393,4,816.0,1582.6000000000001
16889,3,925.0,1578.67
13634,5,704.0,1575.1599999999999
18178,6,979.0,1573.4100000000003
15611,15,498.0,1568.3900000000003
15111,3,710.0,1567.48
16496,4,1091.0,1562.22
13814,3,862.0,1562.12
18239,5,795.0,1561.6099999999997
17837,10,515.0,1560.5299999999997
16676,5,631.0,1558.7199999999998
13313,5,851.0,1555.3200000000002
17085,6,784.0,1555.0500000000002
14038,4,963.0,1554.48
16369,3,1035.0,1553.66
15660,12,1037.0,1552.0100000000002
13659,3,879.0,1550.85
15117,6,1947.0,1550.1299999999999
12865,3,877.0,1548.0699999999995
14704,9,1082.0,1546.9099999999999
12352,11,470.0,1545.4099999999999
14441,10,430.0,1545.1399999999999
14442,5,475.0,1544.6200000000001
15701,4,923.0,1542.1400000000003
16365,9,504.0,1540.4200000000003
13186,5,804.0,1539.69
13397,6,429.0,1539.1799999999998
13849,2,1016.0,1537.9499999999998
12877,12,1178.0,1535.77
17159,4,1110.0,1534.7300000000002
16283,7,1222.0,1531.5099999999993
12759,3,902.0,1531.44
14321,5,2406.0,1530.75
14567,3,410.0,1524.46
15620,6,899.0,1524.3999999999996
13107,5,1288.0,1524.07
16244,2,855.0,1522.7499999999995
16434,7,767.0,1522.25
16066,5,936.0,1521.87
15906,8,538.0,1521.7900000000004
13764,3,932.0,1521.76
16790,8,892.0,1520.1199999999997
16880,7,753.0,1519.0800000000002
13213,6,1357.0,1518.4300000000003
12818,2,923.0,1517.8799999999999
15532,6,508.0,1517.0800000000002
16748,5,880.0,1515.9
15392,5,1265.0,1515.73
16053,2,1793.0,1511.9499999999996
17997,12,2078.0,1511.3000000000006
16910,8,886.0,1510.0599999999997
15265,2,612.0,1506.12
15625,8,1166.0,1504.56
12937,4,1007.0,1504.2699999999995
17152,4,477.0,1503.5
15530,4,950.0,1502.3500000000001
16762,3,618.0,1501.38
17571,4,905.0,1498.5100000000004
16279,4,1052.0,1496.68
13320,6,1066.0,1491.7000000000003
15916,10,752.0,1491.24
15057,2,668.0,1489.5
14963,5,1176.0,1487.7999999999997
17002,4,678.0,1487.78
17553,1,1048.0,1487.6
16395,5,1476.0,1486.9000000000003
14878,9,802.0,1485.54
14414,8,2509.0,1485.13
16755,5,1058.0,1484.63
14758,4,419.0,1484.0600000000002
18016,5,1029.0,1483.56
16016,10,618.0,1483.31
15427,3,1013.0,1483.1399999999999
17590,3,828.0,1479.2199999999996
15983,4,892.0,1475.0200000000004
14246,3,804.0,1474.0600000000002
16348,7,819.0,1469.4499999999996
12826,8,1054.0,1468.1200000000001
13692,5,1224.0,1466.8700000000003
15473,10,552.0,1465.2
12882,2,246.0,1463.04
14541,8,647.0,1461.6499999999999
16359,12,1154.0,1460.37
16059,6,643.0,1459.86
13309,5,1544.0,1456.79
13110,8,384.0,1452.87
15987,7,1556.0,1451.28
14229,5,590.0,1450.6
14875,5,554.0,1448.7199999999998
14233,5,671.0,1447.5100000000002
14591,4,1297.0,1447.1400000000003
16817,13,762.0,1446.95
17073,4,759.0,1446.0899999999997
13461,3,1170.0,1445.0
13477,8,1018.0,1441.5299999999997
15478,2,585.0,1441.4199999999996
15858,5,1167.0,1438.8500000000004
14404,7,831.0,1434.72
13717,7,1958.0,1432.2600000000002
14566,1,800.0,1432.0
13475,4,1012.0,1431.7800000000002
17175,5,865.0,1430.94
15426,7,663.0,1429.8999999999996
16103,6,558.0,1429.64
14035,5,739.0,1428.02
16996,9,534.0,1427.4600000000003
14403,5,513.0,1426.31
16271,6,1037.0,1423.2900000000002
14740,4,729.0,1423.2099999999998
17063,11,763.0,1421.59
16503,5,567.0,1421.43
17288,7,1203.0,1419.7299999999998
15128,8,1326.0,1419.5400000000002
15444,2,764.0,1418.26
18116,8,848.0,1418.0299999999997
14649,4,1018.0,1417.2899999999995
16012,3,799.0,1415.29
14901,10,659.0,1414.9899999999998
17004,2,819.0,1412.9399999999996
15237,4,1071.0,1412.3200000000006
16394,9,2317.0,1412.06
15106,7,1144.0,1407.7299999999996
12947,11,1157.0,1407.29
16173,7,571.0,1406.5700000000002
17083,3,772.0,1405.7799999999997
14443,7,931.0,1400.8799999999999
14741,6,841.0,1400.34
14019,4,1034.0,1398.96
18202,3,581.0,1396.9899999999998
17856,6,826.0,1393.79
17354,1,1006.0,1393.06
15051,3,1011.0,1391.6099999999997
13414,3,1574.0,1390.5
13516,3,985.0,1389.4099999999999
16539,4,477.0,1388.81
15453,7,845.0,1388.37
15134,8,887.0,1387.9899999999998
17311,2,1005.0,1384.85
15898,6,568.0,1384.6800000000003
13572,1,534.0,1384.25
16463,7,1135.0,1383.7000000000003
13995,6,867.0,1383.49
17676,7,931.0,1383.27
12952,5,652.0,1382.8400000000001
14116,5,707.0,1382.7399999999998
16726,5,977.0,1382.02
13159,5,1045.0,1379.7500000000002
14113,8,635.0,1377.9199999999998
15569,5,666.0,1375.7099999999998
14434,6,368.0,1372.8000000000002
16669,4,883.0,1370.8699999999994
14507,7,588.0,1368.1799999999998
13308,4,840.0,1367.6100000000001
14897,4,468.0,1366.38
15095,5,1077.0,1364.6999999999998
16389,5,1230.0,1362.27
13232,7,778.0,1357.6
18167,6,359.0,1355.5099999999998
17054,6,802.0,1353.8299999999997
13813,5,550.0,1353.41
17204,9,589.0,1352.9100000000003
15116,4,648.0,1352.75
16245,5,1008.0,1352.36
14859,5,669.0,1352.0399999999997
16079,3,864.0,1352.0
12770,1,743.0,1351.4499999999998
12775,6,853.0,1351.24
12886,3,761.0,1351.09
17368,9,680.0,1349.5200000000002
12646,2,897.0,1346.9699999999998
15411,5,528.0,1346.3799999999999
14154,2,465.0,1345.6200000000003
15596,9,548.0,1343.3400000000001
17372,8,749.0,1342.6799999999998
16317,3,890.0,1341.65
16045,4,897.0,1340.7
13743,8,1775.0,1340.1499999999999
15398,3,767.0,1339.63
15734,2,346.0,1339.4500000000003
12620,3,1181.0,1339.4099999999999
16110,3,733.0,1337.48
17621,4,510.0,1336.1000000000001
15680,3,952.0,1333.6799999999998
17932,3,789.0,1331.5699999999997
12676,6,670.0,1331.39
15365,9,758.0,1330.4499999999998
16493,6,1113.0,1329.6599999999999
16295,4,841.0,1328.55
15059,11,602.0,1325.8199999999997
13396,4,592.0,1325.2899999999997
16370,4,647.0,1320.56
15563,7,1460.0,1319.6900000000003
16083,2,908.0,1317.6200000000001
12526,3,632.0,1316.6599999999999
14921,2,953.0,1316.0700000000002
14102,8,938.0,1314.73
16464,3,963.0,1314.6799999999996
14973,3,369.0,1314.45
18177,7,705.0,1314.17
15146,3,1459.0,1313.6600000000005
16040,3,684.0,1313.55
12364,4,1506.0,1313.1
12516,2,875.0,1312.06
14748,6,1192.0,1311.79
13012,11,671.0,1311.6200000000001
14856,3,714.0,1311.3800000000006
13501,2,557.0,1310.4699999999998
13168,5,680.0,1310.1399999999999
13328,1,680.0,1308.48
14477,5,719.0,1307.81
14071,9,900.0,1307.409999999999
12576,6,964.0,1306.98
16744,7,805.0,1304.7599999999998
17919,1,756.0,1304.04
15813,2,603.0,1303.9099999999999
12463,7,757.0,1303.6299999999999
12919,8,668.0,1301.44
15494,2,1148.0,1299.2300000000005
12488,3,529.0,1298.6599999999999
12372,3,794.0,1298.04
17961,39,560.0,1296.4400000000003
16929,7,929.0,1295.39
16224,4,1116.0,1295.3
16120,5,866.0,1294.14
15108,5,497.0,1291.7500000000002
14047,7,377.0,1290.01
14738,9,576.0,1289.94
12854,5,622.0,1289.1499999999999
16571,5,1176.0,1285.2200000000003
17671,6,659.0,1284.08
14297,6,861.0,1284.06
15136,5,775.0,1282.4500000000003
16899,6,522.0,1281.5599999999995
13878,1,475.0,1281.53
13538,7,175.0,1280.8500000000001
14267,7,461.0,1279.09
16692,2,152.0,1276.0
17019,4,827.0,1272.6099999999997
12394,2,819.0,1272.48
14794,9,669.0,1272.11
12630,2,548.0,1270.88
14669,3,775.0,1269.9899999999998
13492,3,408.0,1269.84
13431,2,672.0,1269.0999999999995
15199,4,396.0,1268.7
14511,6,772.0,1267.4099999999999
17158,3,778.0,1266.97
13989,2,1313.0,1266.08
14916,5,1132.0,1264.84
16951,4,1306.0,1262.750000000001
15009,3,642.0,1261.7799999999997
16688,4,804.0,1260.8600000000004
16842,4,692.0,1260.44
14105,2,798.0,1260.3300000000002
15497,3,622.0,1259.7
17388,4,1068.0,1259.5600000000002
14665,7,500.0,1258.3800000000003
17412,7,738.0,1258.0600000000002
12507,4,894.0,1258.06
17350,5,759.0,1256.1899999999998
13848,3,3700.0,1255.0
17262,5,367.0,1253.3600000000001
17037,2,652.0,1253.2199999999996
17802,4,743.0,1251.8400000000004
14698,5,615.0,1250.7600000000007
13151,2,361.0,1250.3700000000003
17481,5,1060.0,1249.34
14383,3,817.0,1247.69
12689,2,628.0,1247.6100000000004
13029,3,134.0,1247.5
15004,1,630.0,1246.3199999999995
16101,3,738.0,1245.96
16531,7,915.0,1244.5899999999997
17633,6,630.0,1242.34
17588,3,676.0,1240.2
13860,6,589.0,1240.0000000000002
14893,2,799.0,1237.8500000000004
14684,5,853.0,1236.2799999999997
15376,3,619.0,1233.3600000000001
15910,8,1015.0,1232.18
18080,2,642.0,1231.5
13931,3,721.0,1230.9300000000005
14428,7,428.0,1230.1399999999999
14898,8,1008.0,1228.32
14913,4,1743.0,1227.43
17584,3,446.0,1227.3
12412,3,829.0,1226.8799999999999
15227,5,750.0,1219.3999999999999
13491,10,903.0,1215.8199999999997
12985,3,1413.0,1215.62
17774,5,511.0,1215.46
17410,5,616.0,1214.7200000000003
13918,2,1140.0,1212.84
12464,8,112.0,1212.0500000000002
18263,4,1467.0,1211.0800000000002
15841,6,926.0,1209.1
18171,7,477.0,1208.51
13208,7,786.0,1205.8999999999999
13055,4,891.0,1201.9599999999996
16794,12,933.0,1201.51
16800,1,540.0,1201.4900000000002
13158,4,784.0,1201.06
17320,3,634.0,1200.62
17800,9,736.0,1199.01
15605,5,441.0,1198.23
12997,7,648.0,1197.94
13211,3,874.0,1197.42
17720,4,576.0,1195.9399999999998
12967,4,243.0,1194.75
15145,4,756.0,1194.73
12611,1,846.0,1193.32
14064,7,1350.0,1188.32
16612,4,506.0,1187.66
13752,6,876.0,1186.2800000000002
14487,7,734.0,1183.58
15630,3,799.0,1180.4
17058,3,592.0,1179.89
16950,3,644.0,1178.56
17653,5,1401.0,1175.8799999999999
12640,3,311.0,1174.58
15306,3,810.0,1174.35
16639,4,503.0,1169.3799999999997
12358,2,248.0,1168.06
14745,6,1020.0,1167.1599999999999
16653,3,723.0,1166.9200000000003
14857,3,455.0,1165.6499999999999
14737,3,345.0,1164.55
14261,2,406.0,1163.4499999999998
14447,5,571.0,1163.23
16949,7,790.0,1161.2700000000002
17348,5,1401.0,1159.52
15621,6,463.0,1158.7700000000002
14723,6,695.0,1158.2999999999993
12885,4,654.0,1158.27
13611,4,762.0,1158.1999999999998
13744,2,1249.0,1156.3600000000001
16184,7,560.0,1155.54
16062,4,800.0,1153.6200000000001
12657,5,654.0,1152.06
16042,7,745.0,1147.37
13499,7,1358.0,1146.96
17505,2,556.0,1145.84
16766,2,536.0,1145.6
15810,7,737.0,1145.43
12769,1,356.0,1143.6000000000001
17770,5,365.0,1143.2699999999998
12546,3,617.0,1141.5
18125,5,803.0,1141.3399999999997
16270,1,688.0,1141.2399999999996
13330,3,751.0,1140.93
13819,3,1109.0,1140.35
15088,3,457.0,1140.27
16172,5,787.0,1140.21
17135,7,1224.0,1139.7300000000002
12494,13,690.0,1139.3500000000001
17500,3,17.0,1138.0
13500,4,585.0,1136.77
17242,2,611.0,1135.04
18168,9,585.0,1133.64
16989,6,1233.0,1133.25
17585,4,1671.0,1133.07
13772,3,546.0,1132.1299999999999
15500,4,572.0,1131.56
13882,6,950.0,1131.28
12710,4,849.0,1130.5700000000002
14824,4,525.0,1127.71
12609,3,648.0,1126.85
17470,5,1675.0,1125.07
13118,7,389.0,1125.0000000000002
16637,5,891.0,1124.5900000000001
12462,4,514.0,1124.0099999999998
14129,5,592.0,1123.8600000000001
15436,3,613.0,1122.5299999999997
13486,3,669.0,1122.4100000000003
16807,3,778.0,1121.59
15737,12,584.0,1121.21
17302,6,573.0,1119.93
17894,8,405.0,1119.81
13064,4,516.0,1119.4899999999998
16086,6,510.0,1119.3100000000002
12842,2,547.0,1118.99
15716,4,744.0,1118.8100000000002
17788,2,211.0,1117.9
13591,3,485.0,1117.1299999999997
14971,3,644.0,1116.5699999999993
13610,9,514.0,1115.4299999999998
16049,3,793.0,1111.789999999999
14161,3,455.0,1110.5200000000002
14817,2,655.0,1110.3400000000001
15069,1,520.0,1109.5300000000007
12399,4,1178.0,1108.6499999999999
15730,4,683.0,1108.38
15933,3,885.0,1107.46
17562,8,813.0,1107.3799999999999
16833,4,440.0,1106.53
12857,2,343.0,1106.4
13447,4,577.0,1104.2300000000002
17609,6,721.0,1103.9199999999996
17047,3,533.0,1100.9
16350,5,542.0,1100.4699999999998
15978,1,888.0,1098.7800000000002
13104,6,504.0,1098.48
17966,5,2571.0,1098.4299999999998
14708,4,615.0,1096.67
16225,5,493.0,1096.32
13652,3,578.0,1095.08
15608,4,714.0,1093.68
13521,3,736.0,1093.6500000000003
13476,4,414.0,1092.77
15489,4,593.0,1090.0299999999997
12534,1,651.0,1089.18
14744,9,625.0,1088.53
17095,6,613.0,1088.1999999999996
18189,3,564.0,1084.34
13467,2,584.0,1083.7099999999998
13310,6,575.0,1083.63
15602,15,1001.0,1083.63
14561,3,1014.0,1080.7599999999998
16200,2,523.0,1080.62
13726,2,1054.0,1079.6599999999999
12354,1,530.0,1079.4
16980,2,788.0,1078.9600000000005
14352,4,538.0,1078.9599999999998
16563,1,486.0,1077.74
15712,5,486.0,1072.36
15745,6,412.0,1071.24
13635,1,677.0,1071.0300000000002
17522,5,1034.0,1070.7100000000003
13761,2,642.0,1070.65
14212,1,1152.0,1070.48
14948,7,661.0,1066.57
17041,4,947.0,1065.77
17277,2,430.0,1065.3500000000001
17287,7,559.0,1064.11
12815,2,379.0,1063.46
14411,1,196.0,1063.0
16214,3,420.0,1062.75
12679,9,530.0,1058.67
14465,3,405.0,1058.62
14419,6,487.0,1058.06
13853,2,304.0,1056.94
15238,5,689.0,1056.54
15407,4,558.0,1056.4399999999998
14514,3,589.0,1055.35
15977,2,1016.0,1054.73
16728,4,677.0,1054.6699999999998
13715,8,555.0,1053.9399999999996
12716,2,708.0,1053.4899999999996
14583,5,792.0,1052.5500000000002
15027,6,563.0,1051.9499999999998
12849,2,623.0,1050.8899999999999
14224,4,514.0,1050.1200000000001
14078,6,310.0,1049.37
15464,1,350.0,1048.8500000000006
15763,3,268.0,1048.67
13282,6,289.0,1047.8400000000001
13791,3,828.0,1047.6799999999998
14488,2,793.0,1047.4300000000003
14293,4,709.0,1046.5599999999997
18130,4,817.0,1045.7400000000002
15996,7,382.0,1044.78
17042,5,994.0,1044.38
15192,3,918.0,1044.32
16918,7,708.0,1043.3400000000001
12497,1,1236.0,1043.1
17727,2,639.0,1042.55
15801,4,562.0,1042.1899999999996
12951,8,500.0,1042.0700000000002
16094,6,633.0,1041.83
13719,5,609.0,1041.6799999999998
14446,4,933.0,1039.58
13131,4,443.0,1039.3
16320,2,732.0,1038.4600000000003
16175,4,533.0,1037.59
15985,3,836.0,1037.42
16520,4,557.0,1036.62
12691,6,394.0,1035.8
16260,1,311.0,1035.45
15171,2,190.0,1034.5
13639,1,800.0,1033.3400000000001
18221,6,789.0,1033.31
12599,7,956.0,1032.58
12724,4,445.0,1031.4100000000003
13253,2,1572.0,1030.4
17033,3,750.0,1030.1399999999999
14584,5,379.0,1029.2599999999995
15333,1,344.0,1028.56
16682,5,1040.0,1028.0
16416,4,655.0,1026.9899999999998
16533,5,514.0,1026.94
13956,5,491.0,1026.4199999999996
14904,2,1985.0,1025.44
15777,5,375.0,1021.6099999999999
14346,2,605.0,1021.5800000000002
13165,2,1376.0,1021.4799999999999
15839,5,670.0,1020.7400000000002
13376,3,493.0,1019.76
14276,5,723.0,1019.3899999999999
12828,6,494.0,1018.71
14083,9,732.0,1018.43
12514,1,440.0,1017.6800000000002
13728,6,458.0,1016.1400000000001
13867,3,513.0,1015.29
18142,4,1273.0,1014.8999999999999
12642,3,552.0,1013.2600000000001
12739,2,486.0,1013.0400000000001
17197,1,191.0,1013.01
12936,5,539.0,1012.9000000000002
14775,3,1174.0,1011.9000000000001
16229,2,318.0,1010.5999999999998
16174,3,651.0,1009.5500000000001
16160,4,1153.0,1009.4500000000004
13455,4,345.0,1007.3499999999999
14631,3,622.0,1006.98
13429,4,1390.0,1006.8
15329,5,476.0,1005.4999999999998
12572,3,450.0,1004.7200000000003
15104,3,635.0,1002.5399999999997
12446,1,352.0,1002.3099999999998
15706,7,305.0,1001.81
12545,2,523.0,1000.39
15508,6,440.0,1000.27
14214,7,748.0,1000.23
18143,2,570.0,1000.1599999999999
14389,5,702.0,999.7200000000001
16572,4,530.0,999.6999999999998
15434,6,638.0,997.48
13032,3,367.0,996.52
14540,3,421.0,996.26
17646,4,320.0,995.66
17724,4,289.0,995.65
17594,2,550.0,993.1800000000001
16009,4,378.0,992.7099999999998
17096,7,332.0,992.6800000000001
13363,2,710.0,992.5
17126,7,790.0,991.8499999999999
17951,4,610.0,990.8400000000001
17324,4,844.0,990.23
13410,7,513.0,988.91
15062,4,763.0,987.8599999999997
18237,5,622.0,987.0999999999999
13117,8,945.0,984.9099999999997
17144,2,483.0,984.5699999999999
17214,7,275.0,984.1199999999999
16232,5,547.0,983.23
12510,2,353.0,982.57
15133,3,680.0,982.4200000000001
14138,2,610.0,982.3800000000002
15071,2,269.0,982.0699999999998
16188,4,782.0,981.86
16907,5,298.0,981.6500000000001
16085,5,636.0,981.51
12541,3,680.0,981.1799999999998
12717,3,505.0,980.98
18170,3,409.0,980.3099999999998
13509,7,1106.0,979.7200000000001
15506,3,848.0,979.2599999999999
15132,5,679.0,977.9300000000001
14920,2,509.0,977.77
16376,3,689.0,977.5200000000007
15860,8,440.0,977.21
14223,4,583.0,975.23
14522,4,525.0,974.54
15747,3,480.0,974.0400000000002
